timestamp,open,high,low,close,volume
1515031200,15350.06,15430.27,15190.29,15250.00,644.84516422
1515034800,15250.00,15295.76,15063.76,15065.88,273.76498690
1515038400,15065.86,15076.27,14839.56,14904.59,496.56788659
1515042000,14949.90,15000.00,14802.76,14901.06,325.17249371
1515045600,14901.06,15105.99,14844.28,14850.00,499.78583261
1515049200,14850.00,14941.75,14729.02,14818.52,625.38025590
1515052800,14838.24,14900.00,14337.40,14338.36,1044.11772747
1515056400,14337.41,14546.28,14192.37,14511.09,683.71744990
1515060000,14476.46,14655.65,14400.04,14429.71,691.80711292
1515063600,14418.95,14605.00,14335.42,14567.81,334.68486805
1515067200,14566.56,14605.00,14258.60,14400.04,572.11033865
1515070800,14413.66,14653.78,14400.00,14575.48,566.76141877
1515074400,14600.21,14765.84,14509.70,14641.10,542.79191018
1515078000,14641.01,14716.69,14500.00,14551.29,766.08318571
1515081600,14551.36,14600.00,14401.74,14522.00,652.01527623
1515085200,14522.26,14720.00,14500.62,14716.00,471.03501700
1515088800,14717.47,14951.34,14710.00,14780.40,855.38405400
1515092400,14781.45,15061.30,14773.67,14972.38,1018.08315598
1515096000,15005.00,15101.41,14836.04,14850.00,1037.13009570
1515099600,14855.86,15079.42,14800.00,14893.34,614.34796275
1515103200,14893.34,15139.17,14816.68,15029.00,620.38237548
1515106800,15029.00,15200.52,14930.44,15143.67,455.85372876
1515110400,15143.67,15199.98,14900.00,15057.60,317.90653120
1515114000,15045.88,15172.89,14958.04,15096.99,358.42879167
1515117600,15096.99,15242.91,15063.11,15105.07,589.12416407
1515121200,15100.03,15136.50,14914.16,14951.06,331.52575730
1515124800,14951.06,15053.09,14810.00,14950.00,426.50304496
1515128400,14958.04,15090.23,14857.20,15020.00,259.24348536
1515132000,15059.06,15066.68,14914.77,14985.09,257.99314168
1515135600,14976.40,14976.40,14826.57,14919.44,283.81806690
1515139200,14939.00,15500.00,14921.76,15490.90,1036.28469062
1515142800,15490.04,15994.05,15490.04,15846.70,1814.00819908
1515146400,15818.30,16189.00,15751.73,16028.00,965.23922819
1515150000,16028.00,16113.73,15756.22,16034.93,959.40037794
1515153600,16034.93,16035.00,15735.99,15879.87,368.75468748
1515157200,15854.00,16026.00,15791.95,15995.00,427.89206727
1515160800,15994.93,16100.00,15850.00,15983.02,408.49082621
1515164400,15985.00,16038.80,15896.47,15969.11,540.22919598
1515168000,15981.21,16299.00,15981.21,16249.97,1155.53204998
1515171600,16250.00,16488.20,16164.25,16361.99,1126.94652054
1515175200,16363.71,16532.99,16299.17,16367.42,616.61245227
1515178800,16367.42,16486.58,16194.98,16442.00,503.38718134
1515182400,16442.27,16563.03,16301.00,16555.04,522.33161718
1515186000,16563.03,16908.00,16497.04,16702.00,1194.56248248
1515189600,16702.00,17200.00,16681.72,16920.00,1014.26743470
1515193200,16919.96,17100.00,16798.27,16928.00,770.43268516
1515196800,16927.99,16950.19,16600.00,16939.44,649.41009950
1515200400,16921.02,17044.41,16843.31,17044.41,698.89383771
1515204000,17047.00,17087.00,16565.00,16565.00,512.90595055
1515207600,16565.00,16750.00,16502.68,16547.81,353.45276724
1515211200,16566.68,16686.75,16398.43,16590.26,296.56564114
1515214800,16590.26,16699.90,16450.00,16612.71,418.30066046
1515218400,16632.99,16668.62,16503.86,16529.60,541.63840032
1515222000,16529.00,16544.62,16316.74,16514.42,527.33605915
1515225600,16500.00,16602.15,16388.21,16419.90,304.12031794
1515229200,16390.02,16531.31,16320.00,16353.99,381.59226633
1515232800,16353.99,16692.00,16347.75,16688.00,337.11675253
1515236400,16688.05,16720.00,16473.00,16546.27,374.44114494
1515240000,16495.60,16566.30,16235.46,16281.12,307.49255827
1515243600,16307.33,16404.75,16220.00,16281.62,653.67729629
1515247200,16281.29,16544.98,16247.99,16477.88,318.07752484
1515250800,16450.98,16645.95,16447.99,16592.53,295.43139047
1515254400,16592.53,16939.44,16520.00,16853.99,417.99723181
1515258000,16853.99,16904.97,16720.00,16838.53,223.68484599
1515261600,16858.17,16984.00,16680.00,16772.83,276.73079323
1515265200,16759.01,16799.99,16650.00,16661.20,166.79076301
1515268800,16710.50,16911.90,16645.95,16840.12,301.57074904
1515272400,16849.17,16864.52,16751.16,16843.00,292.63706736
1515276000,16864.52,17234.99,16843.00,17060.77,678.91501614
1515279600,17071.71,17198.97,17026.64,17149.67,172.23762120
1515283200,17142.43,17149.97,16950.00,17019.44,265.34983467
1515286800,17019.44,17049.32,16880.01,17027.75,248.21430605
1515290400,17019.01,17032.54,16790.00,16799.99,212.04519997
1515294000,16799.98,16843.05,16667.00,16731.61,252.50778153
1515297600,16716.30,16797.79,16579.03,16634.51,240.77588220
1515301200,16634.51,16882.81,16580.83,16649.40,324.29896130
1515304800,16644.00,16672.00,16400.00,16425.01,279.37539485
1515308400,16425.01,16761.26,16425.00,16738.99,239.08746243
1515312000,16738.99,16855.06,16730.00,16749.30,236.91321201
1515315600,16749.30,16805.82,16629.76,16640.00,220.16140277
1515319200,16640.00,16818.05,16626.83,16787.44,130.67863611
1515322800,16785.10,16802.60,16644.86,16660.13,226.11619518
1515326400,16660.00,16697.10,16416.56,16416.56,496.03367990
1515330000,16416.56,16516.80,16311.00,16409.05,590.35112525
1515333600,16400.06,16600.00,16365.57,16511.76,275.31143589
1515337200,16511.77,16559.68,16383.41,16443.00,292.76806653
1515340800,16427.63,16470.90,16074.12,16100.00,1037.33856250
1515344400,16076.43,16200.00,15707.16,15850.01,826.50069921
1515348000,15850.01,16114.29,15717.27,16093.08,708.50701173
1515351600,16097.51,16194.98,16050.07,16111.00,293.80020421
1515355200,16111.00,16190.00,15987.22,16190.00,244.74307341
1515358800,16190.01,16335.58,16139.94,16174.83,260.95266167
1515362400,16174.98,16521.66,16148.06,16449.87,355.11026210
1515366000,16439.43,16449.99,16114.30,16124.02,375.87279190
1515369600,16173.98,16300.00,15954.16,15956.66,494.13750670
1515373200,15961.98,16034.22,15716.93,15895.00,467.66215690
1515376800,15895.00,16080.00,15778.76,15969.99,434.85605992
1515380400,15969.99,15970.00,15544.99,15654.83,711.95967114
1515384000,15605.30,15826.68,15553.42,15699.77,279.36229960
1515387600,15690.69,15994.05,15534.11,15895.21,422.17595909
1515391200,15910.16,15974.90,15751.64,15809.99,243.27734316
1515394800,15809.99,15934.00,15764.49,15843.81,520.78320974
1515398400,15844.60,15883.90,15329.36,15479.58,716.43046299
1515402000,15440.00,15989.00,15165.00,15165.00,1117.09990593
1515405600,15164.00,15359.87,15156.00,15359.60,717.89672284
1515409200,15359.26,15470.41,15311.26,15448.98,372.34669835
1515412800,15459.99,15483.23,15250.00,15352.73,385.91030828
1515416400,15352.72,15400.00,14620.00,14889.46,1779.18302916
1515420000,14879.90,14899.27,14300.02,14372.78,1496.84199870
1515423600,14372.77,14750.00,13900.00,14500.00,2267.53444337
1515427200,14500.00,14951.34,14496.12,14841.11,669.91391373
1515430800,14841.11,14946.75,14546.28,14830.11,667.00353580
1515434400,14864.99,15101.41,14722.25,14908.69,583.01878600
1515438000,14949.90,15164.72,14921.81,15101.00,453.54350698
1515441600,15101.32,15151.33,14619.30,14951.34,628.06747648
1515445200,14949.98,15050.00,14868.50,14960.41,233.34729306
1515448800,14960.41,14982.66,14655.97,14732.88,455.38986849
1515452400,14732.42,15000.00,14510.00,14999.99,558.60778598
1515456000,14999.99,15179.68,14829.84,15179.68,366.93338884
1515459600,15179.68,15318.99,14969.73,15272.36,294.05740418
1515463200,15290.11,15290.11,15160.00,15274.69,203.61869563
1515466800,15274.69,15329.36,15169.57,15200.27,178.15527914
1515470400,15210.02,15360.95,15178.50,15353.80,122.31725308
1515474000,15353.79,15367.18,14910.30,15040.54,433.89364978
1515477600,15034.39,15150.00,14816.87,15020.58,371.36782711
1515481200,14948.76,15253.00,14930.89,15169.25,274.35964932
1515484800,15169.99,15291.10,15130.81,15158.06,398.15463498
1515488400,15158.07,15187.80,14849.99,14850.00,511.04459387
1515492000,14850.00,14917.25,14427.35,14608.98,1140.29709807
1515495600,14608.98,14847.52,14470.02,14810.99,492.64997999
1515499200,14805.00,14914.05,14560.39,14801.00,577.30323803
1515502800,14801.00,14810.00,14123.97,14152.02,1372.67113654
1515506400,14152.02,14672.55,14150.00,14513.08,1459.52546215
1515510000,14517.66,14760.91,14512.33,14700.00,1120.82596117
1515513600,14690.00,14939.17,14571.44,14936.16,821.57606055
1515517200,14936.16,14951.34,14794.95,14937.68,451.61143175
1515520800,14937.68,14988.72,14732.58,14747.78,356.90079802
1515524400,14747.78,14851.30,14692.29,14750.00,505.00015636
1515528000,14749.99,14822.00,14619.10,14788.99,344.23650900
1515531600,14803.61,14819.98,14510.06,14515.00,565.07076651
1515535200,14515.00,14619.99,14359.99,14390.56,457.72355279
1515538800,14418.70,14463.00,14187.75,14403.51,1094.23016682
1515542400,14403.51,14479.90,13800.00,14084.46,1198.06449642
1515546000,14076.54,14294.25,14031.00,14148.00,493.33303247
1515549600,14148.01,14294.25,14133.00,14294.19,344.86940162
1515553200,14262.72,14329.98,14044.40,14092.56,636.11027793
1515556800,14106.87,14400.73,14031.00,14314.20,521.14773942
1515560400,14314.20,14349.82,13970.00,14163.34,709.81308614
1515564000,14172.68,14294.25,14070.61,14259.26,404.69842406
1515567600,14221.88,14292.27,13986.79,14059.96,623.97602471
1515571200,14066.28,14090.00,13412.00,13469.78,1621.96789616
1515574800,13474.09,13895.00,13415.90,13848.94,1058.86853079
1515578400,13834.20,13957.05,13741.65,13845.44,1051.88399167
1515582000,13845.45,14215.63,13796.98,14139.31,1273.13353985
1515585600,14139.31,14200.00,13892.07,13892.07,791.04941539
1515589200,13892.08,14159.12,13890.00,13898.16,799.53231736
1515592800,13890.75,13930.20,13631.95,13837.22,796.59548036
1515596400,13810.31,14500.00,13792.00,14406.94,1394.79567034
1515600000,14406.94,14686.27,14406.94,14491.61,1123.76617198
1515603600,14491.62,14580.00,14341.00,14550.00,599.95638992
1515607200,14550.00,14700.00,14407.04,14525.40,645.11327936
1515610800,14530.56,14569.98,14294.25,14365.34,399.80986197
1515614400,14357.74,14537.11,14263.01,14477.25,282.53822479
1515618000,14477.46,14629.90,14380.72,14511.00,570.70637840
1515621600,14491.36,14553.57,14294.25,14524.19,390.64288944
1515625200,14525.00,14900.00,14400.86,14890.02,746.64000991
1515628800,14899.99,14973.07,14619.10,14662.61,647.97681691
1515632400,14662.61,14730.00,14444.99,14466.66,426.99312087
1515636000,14508.25,14576.58,14166.00,14248.60,417.76082243
1515639600,14248.59,14276.08,13120.00,13269.71,1718.72378683
1515643200,13269.73,13608.43,12800.00,13307.41,2098.83087643
1515646800,13307.41,13700.20,13070.01,13145.00,1091.61927027
1515650400,13154.99,13564.05,13130.10,13392.49,544.78255384
1515654000,13392.49,13699.00,13196.57,13626.22,768.05477118
1515657600,13582.14,13837.71,13575.94,13807.10,665.90874005
1515661200,13745.72,13808.67,13429.25,13554.04,520.83554109
1515664800,13589.75,13646.27,13250.00,13271.32,726.82376618
1515668400,13256.94,13462.82,13130.83,13462.81,1028.06532112
1515672000,13450.01,13864.86,13430.00,13812.47,1087.38182042
1515675600,13818.40,13905.00,13597.96,13685.00,741.01956152
1515679200,13685.00,13905.00,13564.05,13904.99,1043.74845479
1515682800,13900.00,14200.00,13872.31,13969.00,1071.56398012
1515686400,13969.00,14161.75,13844.00,13867.44,493.91909963
1515690000,13867.44,13916.30,13600.00,13600.01,598.56586135
1515693600,13600.99,13878.45,13600.01,13702.83,362.82427486
1515697200,13729.94,13851.78,13192.32,13399.00,879.33762806
1515700800,13399.99,13549.99,13150.00,13429.59,548.03013031
1515704400,13429.60,13496.48,13196.57,13464.10,426.32040522
1515708000,13464.10,13530.22,12894.61,13119.98,902.03045812
1515711600,13100.00,13367.00,12886.00,13243.83,818.95810952
1515715200,13249.99,13249.99,12807.27,13057.48,893.75966403
1515718800,13057.48,13395.76,12993.46,13395.76,618.08430554
1515722400,13395.76,13600.00,13300.01,13441.57,541.79820431
1515726000,13441.55,13698.00,13295.79,13600.05,650.09095993
1515729600,13620.00,13690.02,13427.70,13680.00,394.24117441
1515733200,13668.12,13700.20,13395.76,13575.00,778.02143836
1515736800,13575.00,13768.78,13568.96,13723.48,330.75223368
1515740400,13723.48,13791.09,13585.00,13648.27,326.53750308
1515744000,13648.08,13677.55,13496.48,13554.15,314.68212090
1515747600,13565.99,13601.28,13329.03,13530.35,525.90406375
1515751200,13530.99,13990.29,13520.00,13940.01,646.82038596
1515754800,13976.39,14152.19,13912.04,13990.08,649.81729810
1515758400,13991.00,14152.19,13837.71,14051.13,679.38462026
1515762000,14050.00,14098.80,13837.83,13927.00,419.68061499
1515765600,13927.00,14032.48,13803.20,13935.93,542.66567548
1515769200,13935.95,14020.48,13675.00,13698.54,1338.29434122
1515772800,13698.45,13797.58,13395.76,13575.23,761.60038890
1515776400,13575.24,13700.20,13550.00,13601.71,513.45313362
1515780000,13609.80,13699.99,13480.22,13520.00,352.60659397
1515783600,13520.00,13837.71,13489.77,13778.48,485.89028952
1515787200,13778.48,13976.61,13700.35,13881.63,540.78911052
1515790800,13881.72,13934.19,13736.65,13774.89,274.45747836
1515794400,13763.00,13774.24,13570.01,13639.94,403.65561310
1515798000,13639.89,13869.87,13568.44,13781.41,450.09760164
1515801600,13829.28,14258.60,13789.42,14167.98,786.09241375
1515805200,14167.98,14260.58,14053.47,14121.69,530.42534651
1515808800,14096.64,14194.21,14079.70,14150.00,282.64489143
1515812400,14148.00,14185.47,13976.61,14165.03,205.94190455
1515816000,14165.01,14200.00,14035.06,14122.31,239.19904159
1515819600,14122.31,14294.25,14122.31,14194.42,166.57348676
1515823200,14228.62,14284.92,14079.95,14231.01,193.30500983
1515826800,14231.00,14437.72,14150.29,14401.72,406.86614582
1515830400,14405.79,14409.20,14239.95,14273.45,330.54162142
1515834000,14273.45,14309.98,14117.00,14269.64,394.72849893
1515837600,14250.96,14305.00,14185.00,14225.02,236.11946413
1515841200,14265.27,14280.10,14120.52,14260.99,252.98405421
1515844800,14253.03,14473.82,14220.58,14367.70,335.23567803
1515848400,14367.70,14619.10,14331.52,14491.84,452.91191130
1515852000,14446.48,14583.32,14302.89,14401.58,316.87060482
1515855600,14421.80,14435.45,14160.62,14266.13,423.09486688
1515859200,14266.13,14400.00,14251.61,14280.03,355.26681551
1515862800,14280.00,14315.52,14201.13,14309.99,262.92669245
1515866400,14309.99,14350.21,14206.57,14254.98,281.99813639
1515870000,14254.98,14316.69,13960.08,14079.89,406.19910587
1515873600,14079.88,14231.64,14063.28,14168.36,106.41429569
1515877200,14168.35,14244.00,14024.43,14188.03,194.72129202
1515880800,14170.41,14329.98,14140.58,14273.97,112.60227282
1515884400,14304.47,14333.73,14149.80,14197.78,215.32346776
1515888000,14197.78,14290.70,14153.40,14283.99,117.50180950
1515891600,14283.99,14365.81,14192.67,14310.03,193.32081190
1515895200,14310.35,14365.81,14152.43,14255.89,79.88250174
1515898800,14253.65,14271.63,14205.02,14241.83,52.55418648
1515902400,14241.83,14280.00,13803.20,13851.02,391.07598717
1515906000,13900.00,13975.56,13500.06,13782.90,755.56049264
1515909600,13782.90,13901.33,13726.86,13836.96,197.77334017
1515913200,13836.98,13858.82,13675.11,13733.99,201.77467113
1515916800,13733.99,13815.48,13597.96,13664.60,235.94697519
1515920400,13664.60,13664.60,13100.01,13540.21,1075.54235884
1515924000,13554.99,13631.95,13500.01,13533.18,192.87807766
1515927600,13533.98,13631.77,13428.00,13522.56,279.31447018
1515931200,13522.56,13563.57,13262.63,13310.68,424.91603570
1515934800,13324.66,13699.80,13315.18,13642.62,265.26548455
1515938400,13642.62,13654.80,13500.00,13573.83,154.13788992
1515942000,13573.73,13573.83,13072.22,13229.05,822.12688541
1515945600,13222.98,13362.35,13072.23,13308.12,533.33422301
1515949200,13354.50,13554.27,13235.29,13519.99,375.83738802
1515952800,13500.04,13597.96,13480.03,13563.11,219.88511739
1515956400,13564.26,13591.71,13310.37,13334.92,152.94638008
1515960000,13348.10,13535.27,13300.00,13474.13,180.72024479
1515963600,13507.55,13530.00,13390.06,13435.57,227.82853511
1515967200,13425.40,13585.00,13390.13,13585.00,254.00334778
1515970800,13585.01,13725.98,13585.01,13647.99,204.50837536
1515974400,13647.99,13753.25,13602.71,13732.75,215.51229263
1515978000,13732.74,13800.00,13633.19,13654.66,441.38304115
1515981600,13639.29,13659.24,13472.39,13545.21,314.96474446
1515985200,13516.10,13606.34,13429.25,13580.00,111.72512946
1515988800,13579.70,13682.17,13534.16,13639.80,144.71657708
1515992400,13639.81,13682.21,13540.00,13616.72,194.98683868
1515996000,13616.72,13831.70,13616.72,13783.09,283.99992696
1515999600,13780.00,13780.00,13650.00,13650.00,177.11885078
1516003200,13692.75,13717.63,13550.00,13602.73,332.30834276
1516006800,13602.75,13784.90,13566.59,13710.00,279.55952155
1516010400,13710.00,13872.31,13659.93,13788.64,359.32901261
1516014000,13778.12,13855.26,13607.92,13800.00,320.24408089
1516017600,13800.00,14200.00,13700.00,14182.91,749.16989604
1516021200,14182.91,14270.89,14062.06,14212.21,736.33720675
1516024800,14212.32,14394.36,14136.36,14150.02,629.21092372
1516028400,14150.03,14179.86,14020.00,14098.00,660.87202791
1516032000,14098.00,14185.25,14011.55,14170.85,592.79215733
1516035600,14173.97,14185.25,13920.00,13940.00,327.93690792
1516039200,13963.81,14037.38,13911.01,13942.18,309.60505957
1516042800,13993.05,14026.19,13812.96,13934.01,328.09641067
1516046400,13930.00,13985.00,13750.00,13755.00,350.67594057
1516050000,13770.00,13978.04,13752.30,13939.58,299.77744569
1516053600,13953.13,13957.53,13788.62,13808.48,220.72152822
1516057200,13829.59,13868.51,13462.82,13607.04,1063.59144484
1516060800,13581.66,13607.04,13098.00,13250.00,927.35959169
1516064400,13250.00,13385.29,12710.00,13059.06,1594.55308848
1516068000,13059.06,13198.36,12750.00,13162.71,975.24400532
1516071600,13162.71,13178.02,12810.05,12931.54,692.20557309
1516075200,12943.90,13039.17,12807.03,13006.99,412.53015127
1516078800,13006.99,13130.83,12884.27,13098.85,395.90224837
1516082400,13098.85,13196.57,13042.00,13157.89,304.04650539
1516086000,13157.89,13230.00,12428.99,12429.09,1101.99231363
1516089600,12447.39,12657.16,11730.00,12215.07,3557.52341473
1516093200,12232.86,12256.29,11191.59,11487.85,2618.88884068
1516096800,11499.31,12089.68,11442.43,11809.83,2374.69100764
1516100400,11809.83,12430.95,11809.83,12417.91,1760.97620370
1516104000,12417.91,12553.75,12032.03,12191.03,1613.46583268
1516107600,12191.03,12305.47,11632.86,11718.81,1509.40447162
1516111200,11692.02,12152.80,11604.59,11999.99,1379.89335926
1516114800,11999.98,12398.00,11942.24,12313.29,1261.58172682
1516118400,12313.29,12409.22,11970.05,12089.77,1016.86797795
1516122000,12074.57,12131.30,11388.92,11388.92,1808.82236102
1516125600,11388.92,11590.94,11120.91,11554.53,2303.80131548
1516129200,11526.53,11882.75,11509.32,11532.34,999.20123215
1516132800,11507.42,11676.87,10940.04,11039.10,1737.97547238
1516136400,11052.61,11272.96,10415.00,10761.12,3187.62257559
1516140000,10761.12,11247.78,10162.00,11220.00,3462.28510400
1516143600,11220.00,11556.13,10861.24,11386.34,1793.04871495
1516147200,11393.97,11794.07,11136.46,11143.79,1739.98170071
1516150800,11136.50,11609.40,11136.46,11342.97,849.09554337
1516154400,11304.64,11509.62,10842.20,10985.02,1198.41470162
1516158000,10985.02,11101.01,10566.99,10948.32,1275.59313993
1516161600,10958.24,11332.19,10689.44,11191.00,897.00437375
1516165200,11189.37,11247.62,10915.61,11135.01,682.18025711
1516168800,11135.01,11497.42,11107.14,11285.00,781.44341175
1516172400,11285.00,11408.17,11114.54,11244.42,908.24389275
1516176000,11243.18,11250.00,10777.46,10947.54,1084.66666671
1516179600,10947.54,10959.15,10350.00,10540.00,1185.40314155
1516183200,10540.00,10566.99,10067.00,10071.00,1955.35151875
1516186800,10075.99,10646.40,10000.00,10188.05,2198.76869035
1516190400,10209.86,10801.70,10052.25,10422.03,1576.87582737
1516194000,10446.28,10545.86,10030.00,10030.00,1590.50766812
1516197600,10049.90,10210.00,9500.00,9500.00,4717.15674349
1516201200,9500.00,9811.83,9222.00,9557.62,3656.46331950
1516204800,9538.55,10332.17,9526.11,10332.17,2090.88957223
1516208400,10332.17,10495.77,9902.78,10100.03,2133.34935173
1516212000,10139.50,10141.42,9755.53,9780.36,1605.97841298
1516215600,9780.33,10619.89,9780.32,10494.73,1679.15150179
1516219200,10494.71,11025.17,10358.00,10900.95,2000.34117160
1516222800,10900.00,11360.52,10700.00,11360.00,2232.21583092
1516226400,11360.00,11575.71,11081.62,11163.36,2053.27596317
1516230000,11163.35,11350.00,10807.13,11191.35,1263.83733665
1516233600,11199.00,11328.39,10888.39,11308.72,834.49732544
1516237200,11328.40,11619.00,11144.71,11521.01,1244.95578052
1516240800,11525.32,11800.00,11431.47,11731.53,995.74563177
1516244400,11731.85,11823.56,11335.29,11421.10,765.16394761
1516248000,11421.10,11589.73,11146.01,11168.39,807.38656135
1516251600,11146.01,11219.57,10915.61,11039.18,818.44018158
1516255200,11039.18,11388.92,11023.87,11218.24,655.14479224
1516258800,11229.72,11280.00,10693.00,10749.97,792.78270277
1516262400,10730.99,10997.68,10704.10,10903.07,599.52771448
1516266000,10903.08,11399.00,10860.61,11250.00,1020.38638432
1516269600,11250.00,11380.00,11163.68,11305.74,419.26363590
1516273200,11344.29,11650.00,11344.29,11568.00,808.97585667
1516276800,11567.99,12028.37,11555.01,11749.95,1760.70816645
1516280400,11706.11,11967.64,11582.63,11723.98,867.57962576
1516284000,11723.98,11978.90,11706.06,11978.90,750.14362960
1516287600,11978.90,12146.00,11900.00,12070.00,1371.37528524
1516291200,12074.85,12074.85,11706.06,11785.09,1067.76664520
1516294800,11787.40,11910.00,11503.24,11503.24,1229.67048404
1516298400,11503.24,11800.00,11451.01,11788.35,1186.96416035
1516302000,11790.00,11849.00,11560.83,11830.00,470.30013331
1516305600,11825.00,11998.99,11699.99,11823.78,867.55369895
1516309200,11823.78,11892.86,11440.00,11606.00,901.07165991
1516312800,11606.00,11606.00,11163.68,11326.52,1024.04231749
1516316400,11286.81,11388.92,11068.00,11247.57,935.81569961
1516320000,11290.90,11565.31,11202.71,11485.09,566.83994501
1516323600,11500.00,11589.73,11343.00,11498.79,618.04191268
1516327200,11498.79,11529.21,11080.39,11090.10,719.71930210
1516330800,11116.47,11294.55,11080.37,11223.89,373.00662638
1516334400,11177.54,11532.00,11054.84,11411.96,564.75253447
1516338000,11411.99,11560.83,11303.93,11404.00,456.96371502
1516341600,11404.00,11677.82,11330.29,11600.88,458.07468788
1516345200,11592.39,11623.14,11360.60,11447.18,495.94675327
1516348800,11436.00,11896.03,11247.62,11767.67,1044.09668361
1516352400,11761.91,11884.38,11618.70,11712.93,382.87775955
1516356000,11717.85,11942.24,11650.65,11912.00,478.74804960
1516359600,11912.00,11912.10,11690.01,11792.97,289.24682718
1516363200,11792.97,12050.39,11780.00,11890.61,589.75742970
1516366800,11890.61,12035.00,11735.32,11775.78,545.46797437
1516370400,11769.91,11860.72,11445.94,11534.87,765.33428776
